customer_id,order_id,order_date,status,total_amount,discount_pct,is_negative_amount,signup_date,country,customer_tier,email,net_amount,rolling_7d_order_count
C00006,O0000694,2023-05-20,shipped,2432.16,10.0,false,2020-02-16,Uganda,bronze,shaneramirez@example.org,2188.944,1
C00007,O0001923,2023-01-30,pending,138.25,20.0,false,2020-12-26,Kenya,platinum,helenpeterson@example.org,110.60000000000001,4
C00007,O0001026,2023-12-01,cancelled,997.19,5.0,false,2020-12-26,Kenya,platinum,helenpeterson@example.org,947.3305,4
C00007,O0000779,2022-05-26,refunded,-1393.87,20.0,true,2020-12-26,Kenya,platinum,helenpeterson@example.org,-1115.096,4
C00007,O0000533,2023-04-13,shipped,688.8,0.0,false,2020-12-26,Kenya,platinum,helenpeterson@example.org,688.8,4
C00008,O0000354,2023-09-21,refunded,2070.67,0.0,false,2022-06-20,Kenya,bronze,susanrogers@example.org,2070.67,4
C00008,O0000322,2024-03-11,completed,690.95,0.0,false,2022-06-20,Kenya,bronze,susanrogers@example.org,690.95,4
C00008,O0001460,2022-02-22,refunded,-2020.98,5.0,true,2022-06-20,Kenya,bronze,susanrogers@example.org,-1919.931,4
C00008,O0000185,2022-03-24,cancelled,629.18,0.0,false,2022-06-20,Kenya,bronze,susanrogers@example.org,629.18,4
C00009,O0000076,2022-01-19,completed,300.62,,false,2020-10-10,Nigeria,silver,wdavis@example.net,,1
C00010,O0001368,2023-05-04,shipped,1818.22,5.0,false,2022-01-06,Kenya,silver,lindsay78@example.org,1727.309,6
C00010,O0000276,2023-08-14,refunded,1241.66,0.0,false,2022-01-06,Kenya,silver,lindsay78@example.org,1241.66,6
C00010,O0000822,2022-06-13,completed,372.67,10.0,false,2022-01-06,Kenya,silver,lindsay78@example.org,335.403,6
C00010,O0000982,2022-03-09,pending,,0.0,,2022-01-06,Kenya,silver,lindsay78@example.org,,6
C00010,O0000584,2024-04-04,refunded,174.28,5.0,false,2022-01-06,Kenya,silver,lindsay78@example.org,165.566,6
C00010,O0001879,2023-01-26,refunded,-692.8,5.0,true,2022-01-06,Kenya,silver,lindsay78@example.org,-658.16,6
C00011,O0000459,2022-08-07,shipped,1640.74,10.0,false,2020-08-11,Rwanda,gold,smiller@example.net,1476.666,2
C00011,O0000284,2023-08-30,completed,357.87,0.0,false,2020-08-11,Rwanda,gold,smiller@example.net,357.87,2
C00012,O0001466,2023-05-24,shipped,956.43,5.0,false,2022-02-03,Uganda,platinum,barbara10@example.net,908.6084999999999,2
C00012,O0001989,2022-02-05,refunded,2088.27,0.0,false,2022-02-03,Uganda,platinum,barbara10@example.net,2088.27,2
C00013,O0001698,2024-06-23,cancelled,876.83,5.0,false,2020-10-29,Uganda,silver,kendragalloway@example.org,832.9885,5
C00013,O0000024,2023-07-07,cancelled,686.53,15.0,false,2020-10-29,Uganda,silver,kendragalloway@example.org,583.5504999999999,5
C00013,O0000825,2022-03-03,cancelled,230.38,15.0,false,2020-10-29,Uganda,silver,kendragalloway@example.org,195.82299999999998,5
C00013,O0001013,2023-03-30,completed,-591.76,0.0,true,2020-10-29,Uganda,silver,kendragalloway@example.org,-591.76,5
C00013,O0001405,2022-04-27,pending,339.6,20.0,false,2020-10-29,Uganda,silver,kendragalloway@example.org,271.68,5
C00014,O0000853,2023-04-25,refunded,1657.1,0.0,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,1657.1,6
C00014,O0000910,2023-06-29,cancelled,1687.81,0.0,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,1687.81,6
C00014,O0001843,2023-08-05,completed,149.47,,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,,6
C00014,O0001170,2024-01-20,pending,527.01,15.0,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,447.95849999999996,6
C00014,O0001819,2024-03-08,shipped,2260.93,25.0,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,1695.6974999999998,6
C00014,O0000115,2022-02-22,cancelled,1818.89,,false,2021-05-30,Tanzania,silver,jamesshawn@example.com,,6
C00015,O0000611,2024-06-29,refunded,2022.75,25.0,false,2018-06-23,Uganda,bronze,mitchellclark@example.com,1517.0625,4
C00015,O0000311,2022-11-28,shipped,2310.69,25.0,false,2018-06-23,Uganda,bronze,mitchellclark@example.com,1733.0175,4
C00015,O0001773,2022-04-25,refunded,1917.8,5.0,false,2018-06-23,Uganda,bronze,mitchellclark@example.com,1821.9099999999999,4
C00015,O0000561,2023-12-10,pending,1098.65,25.0,false,2018-06-23,Uganda,bronze,mitchellclark@example.com,823.9875000000001,4
C00016,O0000680,2023-01-25,pending,456.48,15.0,false,2021-05-09,Senegal,gold,lynchgeorge@example.net,388.008,2
C00016,O0001237,2022-01-21,cancelled,433.53,0.0,false,2021-05-09,Senegal,gold,lynchgeorge@example.net,433.53,2
C00017,O0001536,2023-01-21,cancelled,1536.51,20.0,false,2023-12-14,Rwanda,bronze,frankgray@example.net,1229.208,1
C00018,O0001996,2023-12-14,shipped,1602.52,,false,2019-09-09,Ethiopia,platinum,gabriellecameron@example.org,,5
C00018,O0000724,2023-06-10,completed,1775.52,0.0,false,2019-09-09,Ethiopia,platinum,gabriellecameron@example.org,1775.52,5
C00018,O0000026,2023-10-21,pending,923.74,0.0,false,2019-09-09,Ethiopia,platinum,gabriellecameron@example.org,923.74,5
C00018,O0000967,2023-10-19,pending,510.72,0.0,false,2019-09-09,Ethiopia,platinum,gabriellecameron@example.org,510.72,5
C00018,O0000667,2024-06-28,completed,1283.98,25.0,false,2019-09-09,Ethiopia,platinum,gabriellecameron@example.org,962.985,5
C00019,O0001495,2023-01-21,completed,40.83,0.0,false,2020-06-15,Egypt,platinum,lydiatrujillo@example.com,40.83,3
C00019,O0000890,2023-03-12,refunded,2217.27,0.0,false,2020-06-15,Egypt,platinum,lydiatrujillo@example.com,2217.27,3
C00019,O0001816,2023-01-28,pending,1739.12,5.0,false,2020-06-15,Egypt,platinum,lydiatrujillo@example.com,1652.1639999999998,3
C00020,O0001641,2024-02-17,pending,541.7,0.0,false,2018-02-19,Uganda,silver,carl95@example.org,541.7,4
C00020,O0000128,2022-03-24,cancelled,885.1,5.0,false,2018-02-19,Uganda,silver,carl95@example.org,840.845,4
C00020,O0000943,2023-02-06,shipped,780.68,0.0,false,2018-02-19,Uganda,silver,carl95@example.org,780.68,4
C00020,O0000331,2022-12-19,completed,813.33,15.0,false,2018-02-19,Uganda,silver,carl95@example.org,691.3305,4
C00021,O0000410,2023-05-17,completed,2429.08,5.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,2307.6259999999997,5
C00021,O0001799,2023-01-07,shipped,1568.49,25.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,1176.3675,5
C00021,O0001180,2022-04-18,shipped,1303.31,15.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,1107.8135,5
C00021,O0000506,2024-05-17,pending,1731.19,15.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,1471.5115,5
C00021,O0000321,2023-09-14,cancelled,833.87,0.0,false,2023-08-17,Nigeria,silver,pfoster@example.com,833.87,5
C00022,O0000525,2023-05-22,shipped,627.56,20.0,false,2020-04-14,Senegal,bronze,josephwright@example.net,502.048,3
C00022,O0001010,2022-12-23,pending,1364.06,20.0,false,2020-04-14,Senegal,bronze,josephwright@example.net,1091.248,3
C00022,O0000388,2024-01-25,cancelled,367.62,10.0,false,2020-04-14,Senegal,bronze,josephwright@example.net,330.858,3
C00023,O0001212,2023-03-22,cancelled,1885.69,0.0,false,2020-01-13,Senegal,silver,julie69@example.com,1885.69,4
C00023,O0000425,2022-07-11,shipped,646.57,20.0,false,2020-01-13,Senegal,silver,julie69@example.com,517.2560000000001,4
C00023,O0000741,2022-04-14,shipped,2260.29,0.0,false,2020-01-13,Senegal,silver,julie69@example.com,2260.29,4
C00023,O0001990,2023-08-03,pending,908.77,20.0,false,2020-01-13,Senegal,silver,julie69@example.com,727.0160000000001,4
C00024,O0000862,2022-10-24,pending,1698.22,5.0,false,2019-08-06,Uganda,silver,jeffrey28@example.com,1613.309,4
C00024,O0001525,2023-12-01,refunded,330.97,,false,2019-08-06,Uganda,silver,jeffrey28@example.com,,4
C00024,O0001867,2024-03-18,shipped,1636.98,20.0,false,2019-08-06,Uganda,silver,jeffrey28@example.com,1309.584,4
C00024,O0001751,2022-03-11,refunded,686.25,25.0,false,2019-08-06,Uganda,silver,jeffrey28@example.com,514.6875,4
C00025,O0001766,2023-03-16,pending,184.69,10.0,false,2018-06-23,Kenya,platinum,camposmichelle@example.org,166.221,4
C00025,O0001359,2022-04-10,refunded,749.7,0.0,false,2018-06-23,Kenya,platinum,camposmichelle@example.org,749.7,4
C00025,O0001298,2022-06-25,pending,338.08,15.0,false,2018-06-23,Kenya,platinum,camposmichelle@example.org,287.368,4
C00025,O0001182,2022-03-28,shipped,1483.38,0.0,false,2018-06-23,Kenya,platinum,camposmichelle@example.org,1483.38,4
C00026,O0000492,2023-04-06,refunded,1399.19,15.0,false,2019-03-20,Egypt,bronze,laurahenderson@example.org,1189.3115,2
C00026,O0001626,2022-03-03,completed,1553.25,20.0,false,2019-03-20,Egypt,bronze,laurahenderson@example.org,1242.6000000000001,2
C00028,O0000063,2024-02-06,completed,408.65,0.0,false,2021-07-03,Uganda,bronze,tasha01@example.net,408.65,5
C00028,O0001067,2022-04-03,cancelled,1488.3,10.0,false,2021-07-03,Uganda,bronze,tasha01@example.net,1339.47,5
C00028,O0001894,2022-04-13,pending,122.45,,false,2021-07-03,Uganda,bronze,tasha01@example.net,,5
C00028,O0001919,2024-04-16,shipped,2349.9,0.0,false,2021-07-03,Uganda,bronze,tasha01@example.net,2349.9,5
C00028,O0001022,2022-10-04,shipped,2473.4,0.0,false,2021-07-03,Uganda,bronze,tasha01@example.net,2473.4,5
C00029,O0001411,2022-02-25,completed,2318.65,25.0,false,2019-02-17,Ghana,silver,kayla51@example.com,1738.9875000000002,4
C00029,O0000329,2022-07-21,shipped,2222.53,0.0,false,2019-02-17,Ghana,silver,kayla51@example.com,2222.53,4
C00029,O0000349,2023-05-16,shipped,1508.59,0.0,false,2019-02-17,Ghana,silver,kayla51@example.com,1508.59,4
C00029,O0001364,2023-04-01,completed,590.33,25.0,false,2019-02-17,Ghana,silver,kayla51@example.com,442.74750000000006,4
C00030,O0001362,2022-01-21,completed,2069.92,15.0,false,2021-07-10,Egypt,platinum,amoore@example.net,1759.432,3
C00030,O0000339,2023-02-28,shipped,2030.64,0.0,false,2021-07-10,Egypt,platinum,amoore@example.net,2030.64,3
C00030,O0000308,2023-07-06,shipped,794.57,0.0,false,2021-07-10,Egypt,platinum,amoore@example.net,794.57,3
C00031,O0000177,2023-11-04,shipped,1067.15,0.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,1067.15,7
C00031,O0001870,2023-10-13,pending,1009.7,20.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,807.7600000000001,7
C00031,O0001930,2024-01-19,cancelled,1363.28,15.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,1158.788,7
C00031,O0000013,2022-11-30,shipped,1158.26,0.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,1158.26,7
C00031,O0001957,2022-08-07,refunded,2319.93,5.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,2203.9334999999996,7
C00031,O0000932,2023-10-28,refunded,1207.64,20.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,966.1120000000001,7
C00031,O0001874,2023-03-26,cancelled,859.57,0.0,false,2019-10-08,Kenya,bronze,teresa28@example.org,859.57,7
C00032,O0001279,2023-02-20,cancelled,582.39,0.0,false,2022-09-11,Egypt,silver,meagan89@example.org,582.39,2
C00032,O0000639,2022-03-14,shipped,1067.38,5.0,false,2022-09-11,Egypt,silver,meagan89@example.org,1014.0110000000001,2
C00033,O0000532,2024-06-01,completed,115.92,,false,2021-04-02,Egypt,silver,nathanielmartin@example.net,,1
C00034,O0000346,2022-02-12,shipped,1539.39,0.0,false,2021-02-14,Kenya,platinum,georgetracy@example.org,1539.39,3
C00034,O0001958,2023-07-31,completed,1034.8,25.0,false,2021-02-14,Kenya,platinum,georgetracy@example.org,776.0999999999999,3
C00034,O0000753,2022-11-15,shipped,1858.44,0.0,false,2021-02-14,Kenya,platinum,georgetracy@example.org,1858.44,3
C00035,O0000101,2024-01-14,completed,2173.38,10.0,false,2019-10-24,Ethiopia,bronze,natasha43@example.org,1956.0420000000001,1
C00036,O0001443,2023-07-09,pending,231.5,15.0,false,2019-09-08,Ghana,bronze,nataliearroyo@example.org,196.775,3
C00036,O0000931,2024-02-23,shipped,9.3,,false,2019-09-08,Ghana,bronze,nataliearroyo@example.org,,3
C00036,O0001463,2022-07-26,pending,2050.71,5.0,false,2019-09-08,Ghana,bronze,nataliearroyo@example.org,1948.1744999999999,3
C00037,O0000397,2022-04-28,cancelled,2047.66,0.0,false,2023-11-06,South Africa,silver,wcabrera@example.net,2047.66,5
C00037,O0000580,2023-03-12,shipped,1864.66,0.0,false,2023-11-06,South Africa,silver,wcabrera@example.net,1864.66,5
C00037,O0001195,2023-09-26,shipped,1177.77,0.0,false,2023-11-06,South Africa,silver,wcabrera@example.net,1177.77,5
C00037,O0000004,2023-10-26,pending,17.12,20.0,false,2023-11-06,South Africa,silver,wcabrera@example.net,13.696000000000002,5
C00037,O0001734,2024-03-04,pending,435.67,0.0,false,2023-11-06,South Africa,silver,wcabrera@example.net,435.67,5
C00038,O0001722,2024-05-25,refunded,480.13,15.0,false,2020-03-23,South Africa,silver,davidalvarez@example.net,408.1105,5
C00038,O0000566,2023-10-13,refunded,1581.34,0.0,false,2020-03-23,South Africa,silver,davidalvarez@example.net,1581.34,5
C00038,O0001654,2023-10-17,pending,882.38,25.0,false,2020-03-23,South Africa,silver,davidalvarez@example.net,661.785,5
C00038,O0000073,2023-12-01,cancelled,953.69,0.0,false,2020-03-23,South Africa,silver,davidalvarez@example.net,953.69,5
C00038,O0001916,2022-04-11,refunded,2277.14,25.0,false,2020-03-23,South Africa,silver,davidalvarez@example.net,1707.855,5
C00039,O0000924,2023-01-23,pending,2328.27,20.0,false,2021-09-23,Ethiopia,bronze,josephbrennan@example.com,1862.616,1
C00040,O0001929,2022-11-17,refunded,1805.92,,false,2018-12-27,Nigeria,platinum,sarahcampos@example.net,,2
C00040,O0001538,2022-09-03,completed,2449.14,0.0,false,2018-12-27,Nigeria,platinum,sarahcampos@example.net,2449.14,2
C00041,O0001584,2023-04-21,completed,1950.12,25.0,false,2023-01-26,Rwanda,bronze,jenniferross@example.net,1462.59,2
C00041,O0001363,2023-03-02,completed,2481.07,5.0,false,2023-01-26,Rwanda,bronze,jenniferross@example.net,2357.0165,2
C00042,O0000244,2023-09-11,pending,2439.86,0.0,false,2019-11-23,Rwanda,bronze,samuel87@example.org,2439.86,5
C00042,O0001422,2022-04-30,completed,1018.87,20.0,false,2019-11-23,Rwanda,bronze,samuel87@example.org,815.096,5
C00042,O0000003,2022-07-02,pending,2430.32,,false,2019-11-23,Rwanda,bronze,samuel87@example.org,,5
C00042,O0000839,2022-01-29,refunded,1793.59,10.0,false,2019-11-23,Rwanda,bronze,samuel87@example.org,1614.231,5
C00042,O0001218,2023-11-27,cancelled,2388.78,0.0,false,2019-11-23,Rwanda,bronze,samuel87@example.org,2388.78,5
C00043,O0000130,2023-10-17,pending,-159.4,0.0,true,2020-04-12,South Africa,bronze,jeffreymorgan@example.net,-159.4,3
C00043,O0000536,2024-02-05,shipped,404.02,0.0,false,2020-04-12,South Africa,bronze,jeffreymorgan@example.net,404.02,3
C00043,O0001665,2023-12-31,shipped,256.64,,false,2020-04-12,South Africa,bronze,jeffreymorgan@example.net,,3
C00044,O0000406,2023-03-03,cancelled,279.85,0.0,false,2018-09-26,Ghana,silver,briannasmith@example.net,279.85,3
C00044,O0000124,2022-04-03,completed,1415.46,15.0,false,2018-09-26,Ghana,silver,briannasmith@example.net,1203.141,3
C00044,O0001559,2023-11-11,completed,874.75,10.0,false,2018-09-26,Ghana,silver,briannasmith@example.net,787.275,3
C00045,O0000672,2022-01-29,completed,821.26,0.0,false,2018-04-09,Nigeria,silver,perezrebecca@example.com,821.26,3
C00045,O0001880,2024-03-11,shipped,796.3,25.0,false,2018-04-09,Nigeria,silver,perezrebecca@example.com,597.2249999999999,3
C00045,O0001842,2023-06-26,pending,483.18,0.0,false,2018-04-09,Nigeria,silver,perezrebecca@example.com,483.18,3
C00046,O0000617,2022-12-07,refunded,19.07,,false,2023-10-30,Nigeria,gold,palmerjoshua@example.com,,2
C00046,O0000700,2023-11-11,shipped,48.15,,false,2023-10-30,Nigeria,gold,palmerjoshua@example.com,,2
C00048,O0000519,2023-02-14,shipped,2195.68,10.0,false,2022-03-01,Kenya,gold,esanchez@example.com,1976.1119999999999,4
C00048,O0001747,2023-05-16,shipped,-2173.42,0.0,true,2022-03-01,Kenya,gold,esanchez@example.com,-2173.42,4
C00048,O0001765,2023-02-23,shipped,507.95,5.0,false,2022-03-01,Kenya,gold,esanchez@example.com,482.55249999999995,4
C00048,O0001157,2023-01-04,completed,-2152.99,20.0,true,2022-03-01,Kenya,gold,esanchez@example.com,-1722.3919999999998,4
C00049,O0001920,2024-06-03,pending,1034.52,20.0,false,2022-12-14,Nigeria,bronze,clintonhopkins@example.com,827.616,3
C00049,O0001394,2024-03-13,shipped,613.18,20.0,false,2022-12-14,Nigeria,bronze,clintonhopkins@example.com,490.544,3
C00049,O0001995,2023-02-26,completed,133.84,15.0,false,2022-12-14,Nigeria,bronze,clintonhopkins@example.com,113.764,3
C00050,O0000999,2024-03-20,completed,942.84,25.0,false,2020-05-20,Ghana,platinum,ujenkins@example.org,707.13,3
C00050,O0001885,2022-01-02,refunded,1641.82,0.0,false,2020-05-20,Ghana,platinum,ujenkins@example.org,1641.82,3
C00050,O0000208,2022-05-07,shipped,1330.91,0.0,false,2020-05-20,Ghana,platinum,ujenkins@example.org,1330.91,3
C00051,O0001271,2022-04-14,shipped,1788.52,0.0,false,2023-10-05,Senegal,silver,brownjessica@example.org,1788.52,3
C00051,O0000813,2023-05-30,cancelled,261.74,20.0,false,2023-10-05,Senegal,silver,brownjessica@example.org,209.39200000000002,3
C00051,O0001739,2023-09-18,completed,716.53,,false,2023-10-05,Senegal,silver,brownjessica@example.org,,3
C00052,O0001403,2023-04-22,refunded,474.51,5.0,false,2021-10-20,Kenya,silver,jamesherrera@example.org,450.7845,3
C00052,O0001709,2024-04-01,refunded,1833.99,15.0,false,2021-10-20,Kenya,silver,jamesherrera@example.org,1558.8915,3
C00052,O0000511,2023-11-27,cancelled,687.65,25.0,false,2021-10-20,Kenya,silver,jamesherrera@example.org,515.7375,3
C00053,O0000916,2024-04-11,refunded,1235.8,0.0,false,2019-02-02,Senegal,gold,,1235.8,7
C00053,O0000777,2022-01-18,shipped,2068.25,20.0,false,2019-02-02,Senegal,gold,,1654.6000000000001,7
C00053,O0001412,2022-01-21,refunded,1986.07,15.0,false,2019-02-02,Senegal,gold,,1688.1595,7
C00053,O0000265,2024-02-07,completed,761.61,10.0,false,2019-02-02,Senegal,gold,,685.4490000000001,7
C00053,O0001553,2023-11-29,pending,2291.77,0.0,false,2019-02-02,Senegal,gold,,2291.77,7
C00053,O0000881,2022-08-20,refunded,433.45,0.0,false,2019-02-02,Senegal,gold,,433.45,7
C00053,O0000205,2022-12-08,shipped,2033.2,20.0,false,2019-02-02,Senegal,gold,,1626.5600000000002,7
C00054,O0000414,2024-06-13,cancelled,2127.47,5.0,false,2022-09-15,South Africa,platinum,ramosmichelle@example.net,2021.0964999999997,3
C00054,O0001586,2023-02-21,shipped,1817.72,0.0,false,2022-09-15,South Africa,platinum,ramosmichelle@example.net,1817.72,3
C00054,O0001863,2023-10-29,pending,1728.88,0.0,false,2022-09-15,South Africa,platinum,ramosmichelle@example.net,1728.88,3
C00055,O0000036,2023-08-10,pending,716.63,,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,,6
C00055,O0000808,2022-04-25,shipped,562.27,5.0,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,534.1564999999999,6
C00055,O0001365,2023-06-27,shipped,466.42,20.0,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,373.136,6
C00055,O0001253,2024-05-06,refunded,1735.3,15.0,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,1475.0049999999999,6
C00055,O0000583,2022-10-09,pending,607.49,15.0,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,516.3665,6
C00055,O0000859,2023-03-28,completed,792.59,25.0,false,2020-01-02,Ethiopia,platinum,williamsyvette@example.org,594.4425,6
C00056,O0001228,2022-03-08,pending,1253.19,5.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,1190.5305,6
C00056,O0001294,2023-05-23,shipped,692.44,20.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,553.9520000000001,6
C00056,O0001427,2022-06-11,refunded,74.65,0.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,74.65,6
C00056,O0001472,2023-05-18,pending,1809.26,0.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,1809.26,6
C00056,O0001033,2022-04-10,pending,1740.56,15.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,1479.4759999999999,6
C00056,O0001493,2022-02-14,refunded,1985.95,0.0,false,2021-08-13,Nigeria,gold,housemelinda@example.org,1985.95,6
C00057,O0000864,2023-03-21,shipped,1934.63,0.0,false,2019-08-24,Egypt,silver,ntucker@example.com,1934.63,4
C00057,O0001832,2022-05-31,refunded,2045.7,25.0,false,2019-08-24,Egypt,silver,ntucker@example.com,1534.275,4
C00057,O0000015,2022-02-13,completed,2468.03,0.0,false,2019-08-24,Egypt,silver,ntucker@example.com,2468.03,4
C00057,O0000597,2023-08-25,refunded,217.81,25.0,false,2019-08-24,Egypt,silver,ntucker@example.com,163.35750000000002,4
C00058,O0001599,2024-01-01,cancelled,2199.68,25.0,false,2022-06-22,Egypt,silver,martinaaron@example.com,1649.7599999999998,3
C00058,O0001225,2022-10-24,refunded,425.01,15.0,false,2022-06-22,Egypt,silver,martinaaron@example.com,361.25849999999997,3
C00058,O0001122,2023-12-24,completed,1253.86,5.0,false,2022-06-22,Egypt,silver,martinaaron@example.com,1191.167,3
C00059,O0001943,2022-07-13,shipped,2153.82,5.0,false,2019-02-26,Rwanda,silver,sara74@example.com,2046.1290000000001,3
C00059,O0000603,2022-06-14,cancelled,1202.21,20.0,false,2019-02-26,Rwanda,silver,sara74@example.com,961.768,3
C00059,O0000940,2023-04-16,shipped,540.05,25.0,false,2019-02-26,Rwanda,silver,sara74@example.com,405.03749999999997,3
C00060,O0001280,2023-06-10,pending,,15.0,,2023-07-10,Egypt,silver,,,5
C00060,O0001300,2022-07-01,pending,174.23,25.0,false,2023-07-10,Egypt,silver,,130.67249999999999,5
C00060,O0001445,2022-03-28,completed,858.65,,false,2023-07-10,Egypt,silver,,,5
C00060,O0001134,2022-08-11,pending,1271.67,0.0,false,2023-07-10,Egypt,silver,,1271.67,5
C00060,O0001603,2022-06-17,shipped,804.71,20.0,false,2023-07-10,Egypt,silver,,643.768,5
C00061,O0000571,2022-08-23,pending,1004.8,15.0,false,2022-04-02,Kenya,bronze,rileyamy@example.net,854.0799999999999,4
C00061,O0001686,2023-03-29,cancelled,1175.05,0.0,false,2022-04-02,Kenya,bronze,rileyamy@example.net,1175.05,4
C00061,O0001139,2024-03-29,cancelled,1494.56,0.0,false,2022-04-02,Kenya,bronze,rileyamy@example.net,1494.56,4
C00061,O0001101,2024-03-05,refunded,2391.5,10.0,false,2022-04-02,Kenya,bronze,rileyamy@example.net,2152.35,4
C00062,O0001408,2023-07-06,refunded,1964.83,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,1473.6225,3
C00062,O0001176,2023-03-09,completed,18.12,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,13.59,3
C00062,O0000631,2023-01-02,completed,781.91,25.0,false,2021-07-18,Senegal,silver,brian97@example.net,586.4325,3
C00063,O0001712,2023-11-17,pending,1558.79,20.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,1247.0320000000002,7
C00063,O0000077,2022-05-28,pending,1376.44,0.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,1376.44,7
C00063,O0001337,2022-05-17,shipped,1980.7,15.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,1683.595,7
C00063,O0000234,2023-04-04,completed,1774.64,10.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,1597.1760000000002,7
C00063,O0000156,2024-06-19,refunded,2297.68,0.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,2297.68,7
C00063,O0001442,2022-10-16,cancelled,290.91,0.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,290.91,7
C00063,O0001358,2023-05-28,refunded,1636.77,10.0,false,2022-10-02,Rwanda,bronze,brianromero@example.org,1473.093,7
C00064,O0000882,2023-11-06,shipped,343.43,10.0,false,2019-06-03,South Africa,bronze,larsonemma@example.org,309.087,5
C00064,O0000251,2024-01-06,refunded,532.95,20.0,false,2019-06-03,South Africa,bronze,larsonemma@example.org,426.36000000000007,5
C00064,O0000114,2024-02-29,shipped,15.89,0.0,false,2019-06-03,South Africa,bronze,larsonemma@example.org,15.89,5
C00064,O0001704,2022-06-13,shipped,135.52,0.0,false,2019-06-03,South Africa,bronze,larsonemma@example.org,135.52,5
C00064,O0001325,2023-07-14,cancelled,666.8,0.0,false,2019-06-03,South Africa,bronze,larsonemma@example.org,666.8,5
